job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
ai02003,head of ai,62962,usd,en,fl,austria,l,austria,50,"python, tableau, data visualization, scala",associate,0,technology,2024-03-17,2024-04-15,1000,6.1,cognitive computing
ai02004,data scientist,107125,usd,mi,pt,sweden,l,sweden,50,"data visualization, python, mathematics",phd,2,real estate,2024-08-27,2024-10-05,2362,8.4,neural networks co
ai02005,data scientist,306266,usd,ex,fl,singapore,l,singapore,50,"aws, deep learning, tableau",bachelor,16,government,2024-06-04,2024-08-03,1297,7.9,smart analytics
ai02006,data analyst,48573,usd,en,ft,india,l,india,0,"tableau, data visualization, azure, gcp, mathematics",bachelor,1,automotive,2024-05-06,2024-05-31,1308,7.1,machine intelligence group
ai02007,data scientist,33546,usd,en,pt,finland,s,finland,50,"pytorch, sql, nlp, hadoop, gcp",phd,1,technology,2024-05-11,2024-06-20,1254,9.2,quantum computing inc
ai02008,nlp engineer,74504,usd,mi,ft,australia,m,australia,50,"hadoop, linux, data visualization",phd,2,gaming,2024-10-28,2024-12-23,1384,9.5,cloud ai solutions
ai02009,ai software engineer,53292,usd,en,fl,israel,m,israel,50,"sql, scala, azure",master,1,retail,2024-10-23,2024-11-26,2093,6.0,algorithmic solutions
ai02010,deep learning engineer,83620,usd,mi,ft,ireland,l,ireland,50,"linux, azure, gcp",master,2,education,2024-12-04,2025-01-17,1221,8.5,cognitive computing
ai02011,ai product manager,38104,usd,en,fl,japan,s,japan,0,"data visualization, spark, nlp, mathematics, deep learning",associate,0,energy,2024-07-23,2024-10-01,1800,5.2,cloud ai solutions
ai02012,ai architect,73776,eur,mi,pt,germany,s,germany,0,"python, scala, deep learning, statistics, tableau",associate,4,real estate,2024-07-16,2024-09-06,840,5.9,smart analytics
ai02013,principal data scientist,274301,usd,ex,ct,denmark,l,canada,50,"tensorflow, deep learning, linux, r",bachelor,16,healthcare,2025-01-07,2025-03-04,847,9.5,neural networks co
ai02014,machine learning engineer,145626,usd,se,ct,united states,m,france,50,"nlp, computer vision, tableau, tensorflow",associate,9,healthcare,2025-01-03,2025-03-14,838,9.5,cloud ai solutions
ai02015,principal data scientist,74964,usd,en,fl,canada,m,france,100,"azure, python, linux, statistics",associate,1,gaming,2024-01-12,2024-02-09,2302,5.8,algorithmic solutions
ai02016,ai specialist,88508,usd,se,ft,south korea,m,south korea,0,"docker, python, tensorflow",associate,8,education,2024-01-10,2024-03-09,2441,9.3,predictive systems
ai02017,nlp engineer,104599,usd,ex,fl,finland,m,finland,0,"scala, sql, git",associate,12,energy,2025-01-12,2025-02-07,639,5.0,quantum computing inc
ai02018,research scientist,145356,eur,se,pt,netherlands,l,netherlands,0,"hadoop, tableau, deep learning",bachelor,5,telecommunications,2024-08-25,2024-10-07,1969,5.1,techcorp inc
ai02019,ai product manager,142142,gbp,se,ct,united kingdom,s,united kingdom,100,"python, git, java, hadoop",associate,6,gaming,2024-05-31,2024-07-29,1250,10.0,digital transformation llc
ai02020,ai specialist,198340,usd,ex,pt,united states,l,united states,100,"nlp, r, docker, sql",master,13,transportation,2024-03-08,2024-05-11,1556,8.8,advanced robotics
ai02021,data scientist,266719,usd,ex,pt,sweden,l,sweden,50,"hadoop, scala, gcp, docker",bachelor,18,government,2024-12-21,2025-01-23,1500,9.7,ai innovations
ai02022,head of ai,58877,eur,en,ct,germany,m,germany,0,"pytorch, tensorflow, python, java",associate,1,telecommunications,2024-03-15,2024-05-26,1541,8.1,machine intelligence group
ai02023,nlp engineer,84641,eur,mi,pt,france,s,united kingdom,0,"r, hadoop, python, azure, data visualization",bachelor,3,government,2025-01-15,2025-03-21,1559,9.3,smart analytics
ai02024,data analyst,156699,usd,se,fl,singapore,l,singapore,100,"kubernetes, computer vision, hadoop, statistics",bachelor,5,government,2024-04-10,2024-05-08,1889,7.5,neural networks co
ai02025,ai software engineer,73752,usd,mi,fl,israel,l,israel,100,"gcp, python, mathematics",associate,3,government,2024-06-27,2024-09-05,1249,7.7,cloud ai solutions
ai02026,data engineer,175297,usd,ex,ft,israel,m,israel,100,"tableau, gcp, deep learning, sql, python",phd,11,technology,2024-04-08,2024-06-20,1699,9.8,autonomous tech
ai02027,ai specialist,170571,eur,se,fl,germany,l,netherlands,100,"tableau, nlp, hadoop",phd,5,finance,2024-08-21,2024-09-17,1798,8.8,techcorp inc
ai02028,computer vision engineer,295058,usd,ex,ct,united states,l,india,0,"deep learning, git, aws",master,18,manufacturing,2024-12-13,2024-12-28,1617,5.6,deeptech ventures
ai02029,autonomous systems engineer,128911,usd,mi,ct,united states,m,united states,50,"tableau, mlops, kubernetes, sql",phd,4,energy,2024-02-03,2024-03-11,1717,8.3,algorithmic solutions
ai02030,principal data scientist,238549,usd,ex,fl,norway,l,austria,0,"spark, hadoop, python, kubernetes",bachelor,11,real estate,2024-04-25,2024-06-15,1727,9.4,neural networks co
ai02031,ai software engineer,105975,usd,se,pt,japan,l,japan,50,"r, kubernetes, data visualization",phd,5,telecommunications,2025-02-16,2025-03-30,651,9.8,deeptech ventures
ai02032,data engineer,310349,usd,ex,ct,switzerland,l,switzerland,50,"sql, scala, kubernetes",bachelor,14,technology,2024-01-13,2024-02-12,1027,9.8,digital transformation llc
ai02033,data analyst,85852,usd,en,ft,united states,l,india,50,"kubernetes, pytorch, hadoop, data visualization",associate,0,technology,2025-01-15,2025-03-01,608,8.7,datavision ltd
ai02034,computer vision engineer,56379,usd,en,pt,sweden,s,sweden,50,"linux, hadoop, deep learning, kubernetes, gcp",associate,1,finance,2024-09-16,2024-11-01,1362,7.0,datavision ltd
ai02035,ai research scientist,250421,gbp,ex,ft,united kingdom,m,united kingdom,100,"git, gcp, sql, pytorch, mathematics",master,19,media,2024-06-02,2024-06-30,2487,8.4,deeptech ventures
ai02036,ml ops engineer,40697,usd,en,pt,austria,m,austria,50,"kubernetes, java, mathematics, computer vision, tableau",bachelor,0,real estate,2025-03-05,2025-04-26,812,8.1,ai innovations
ai02037,ai software engineer,322318,usd,ex,fl,switzerland,s,netherlands,100,"sql, pytorch, deep learning, aws",phd,13,consulting,2024-07-03,2024-09-13,771,8.9,smart analytics
ai02038,ai architect,94938,eur,mi,fl,germany,l,norway,0,"python, tensorflow, tableau, r, linux",associate,4,media,2024-05-30,2024-07-10,1983,6.8,cloud ai solutions
ai02039,ai research scientist,107924,usd,mi,ft,sweden,m,sweden,0,"python, tensorflow, gcp, pytorch, linux",master,3,manufacturing,2024-10-14,2024-11-27,1624,6.6,techcorp inc
ai02040,computer vision engineer,49156,usd,mi,fl,finland,s,finland,50,"docker, mlops, mathematics, python",master,2,automotive,2024-10-10,2024-12-06,1285,6.5,predictive systems
ai02041,data scientist,61384,usd,en,pt,singapore,s,united states,0,"computer vision, mlops, aws",associate,0,media,2024-06-23,2024-08-19,1635,6.3,neural networks co
ai02042,head of ai,181091,usd,se,pt,denmark,m,singapore,50,"java, sql, statistics",phd,7,education,2024-05-07,2024-06-13,2334,7.6,smart analytics
ai02043,data scientist,43474,usd,en,ft,israel,l,israel,50,"pytorch, spark, sql",phd,0,media,2024-06-02,2024-08-12,1745,6.9,deeptech ventures
ai02044,machine learning engineer,82781,usd,en,ct,denmark,s,denmark,100,"tableau, pytorch, tensorflow",bachelor,0,education,2024-11-18,2025-01-19,1257,7.5,machine intelligence group
ai02045,ai consultant,77008,eur,en,pt,netherlands,l,denmark,100,"spark, python, git, tensorflow, tableau",bachelor,1,automotive,2024-10-28,2024-11-11,1577,7.1,neural networks co
ai02046,machine learning researcher,118788,usd,mi,fl,norway,s,norway,100,"java, nlp, mlops, statistics, tableau",phd,2,gaming,2024-01-31,2024-02-26,1721,9.1,datavision ltd
ai02047,machine learning engineer,101894,usd,se,ct,sweden,s,sweden,100,"python, hadoop, nlp",bachelor,8,automotive,2025-02-06,2025-03-14,2007,5.9,digital transformation llc
ai02048,data engineer,87139,usd,en,ct,united states,m,united states,100,"gcp, tensorflow, linux, python",associate,1,retail,2025-02-13,2025-03-20,2361,6.7,ai innovations
ai02049,deep learning engineer,55375,usd,mi,ft,china,s,china,50,"linux, gcp, r, computer vision, mathematics",bachelor,2,retail,2025-04-02,2025-04-27,614,8.3,autonomous tech
ai02050,autonomous systems engineer,61701,usd,en,fl,sweden,s,sweden,50,"scala, docker, tableau",master,1,technology,2024-08-15,2024-10-19,2116,7.1,smart analytics
ai02051,ai consultant,68729,usd,se,ft,ireland,s,france,50,"docker, pytorch, sql, linux",bachelor,5,education,2024-03-08,2024-04-11,1962,5.4,digital transformation llc
ai02052,ml ops engineer,56037,usd,en,ft,australia,s,australia,100,"python, mlops, linux, tensorflow, deep learning",master,1,retail,2024-02-03,2024-04-05,1961,5.8,cognitive computing
ai02053,research scientist,188436,usd,ex,ct,singapore,m,singapore,0,"python, statistics, kubernetes, tensorflow, mathematics",associate,14,healthcare,2024-01-31,2024-03-03,684,5.2,algorithmic solutions
ai02054,autonomous systems engineer,75077,eur,en,ct,netherlands,s,netherlands,100,"docker, r, mathematics",bachelor,1,media,2024-05-30,2024-06-22,1738,6.2,ai innovations
ai02055,machine learning researcher,230705,usd,ex,ct,canada,m,canada,100,"linux, mathematics, python, git, statistics",associate,11,automotive,2024-01-21,2024-03-09,2499,5.8,cloud ai solutions
ai02056,autonomous systems engineer,156030,usd,se,ft,switzerland,m,norway,100,"kubernetes, java, scala, deep learning, nlp",associate,9,real estate,2025-03-30,2025-05-04,1964,7.6,autonomous tech
ai02057,principal data scientist,82005,eur,en,fl,france,l,france,0,"sql, docker, pytorch, aws",master,1,media,2025-04-13,2025-05-11,1474,7.7,advanced robotics
ai02058,ml ops engineer,75085,gbp,en,ft,united kingdom,s,united kingdom,50,"data visualization, pytorch, java, python, gcp",master,1,telecommunications,2024-10-01,2024-12-08,1003,8.7,machine intelligence group
ai02059,nlp engineer,73393,eur,mi,ft,france,s,israel,50,"spark, python, computer vision, scala",associate,2,automotive,2024-10-12,2024-11-07,1551,8.7,advanced robotics
ai02060,machine learning researcher,101098,eur,mi,pt,netherlands,l,canada,50,"java, statistics, python",master,4,transportation,2024-07-06,2024-07-22,1238,8.8,quantum computing inc
ai02061,ai consultant,57535,usd,en,ft,india,l,india,50,"python, data visualization, mlops",bachelor,0,gaming,2025-03-24,2025-04-29,1278,9.2,algorithmic solutions
ai02062,computer vision engineer,96824,usd,mi,pt,australia,s,australia,100,"gcp, pytorch, deep learning, mlops",master,4,consulting,2025-03-15,2025-05-16,1517,9.9,future systems
ai02063,autonomous systems engineer,217955,usd,se,ft,switzerland,l,switzerland,100,"java, aws, tableau, spark",bachelor,9,finance,2024-09-11,2024-10-10,1193,5.4,autonomous tech
ai02064,research scientist,61276,usd,en,ct,singapore,s,singapore,50,"git, hadoop, docker",phd,1,finance,2025-03-31,2025-05-31,1634,5.9,future systems
ai02065,ai consultant,104933,usd,en,fl,norway,l,norway,100,"kubernetes, mlops, deep learning",bachelor,1,education,2025-01-09,2025-02-22,2171,6.5,algorithmic solutions
ai02066,ai specialist,142782,usd,ex,ct,israel,m,israel,50,"python, r, mlops",associate,19,telecommunications,2024-03-07,2024-03-26,1181,5.9,deeptech ventures
ai02067,data scientist,204726,usd,ex,pt,denmark,l,denmark,50,"deep learning, python, docker, linux, mlops",bachelor,11,retail,2025-01-19,2025-03-20,2405,8.1,techcorp inc
ai02068,ai architect,60005,usd,mi,pt,china,s,ireland,100,"scala, r, python, aws, sql",master,4,healthcare,2024-03-15,2024-05-04,2004,8.0,machine intelligence group
ai02069,ai specialist,147711,usd,ex,pt,singapore,s,france,50,"scala, python, mlops",phd,16,gaming,2024-06-24,2024-07-31,1426,9.3,predictive systems
ai02070,ai architect,71812,usd,mi,ct,canada,m,austria,100,"python, mlops, scala, computer vision, tensorflow",associate,3,healthcare,2025-01-23,2025-03-16,2249,7.9,machine intelligence group
ai02071,data engineer,84133,eur,mi,fl,france,s,france,0,"deep learning, scala, azure, kubernetes, statistics",master,3,transportation,2024-09-26,2024-12-01,1259,7.6,algorithmic solutions
ai02072,ai product manager,108151,gbp,se,fl,united kingdom,m,israel,100,"kubernetes, python, tensorflow, hadoop",bachelor,8,consulting,2024-03-22,2024-05-10,1548,5.7,ai innovations
ai02073,ai architect,127345,usd,mi,ft,denmark,m,denmark,50,"python, spark, deep learning, java, git",bachelor,2,automotive,2024-09-10,2024-11-09,1174,5.6,cognitive computing
ai02074,ai product manager,186825,usd,ex,pt,canada,m,canada,50,"tableau, gcp, r, linux, sql",associate,16,automotive,2024-06-24,2024-07-10,2276,5.4,advanced robotics
ai02075,research scientist,45317,usd,en,ft,austria,l,austria,0,"spark, azure, java",phd,1,media,2024-11-03,2025-01-13,996,6.7,neural networks co
ai02076,head of ai,131774,eur,se,ft,netherlands,l,netherlands,0,"java, linux, hadoop",master,5,energy,2024-04-07,2024-05-17,1463,7.2,ai innovations
ai02077,ai software engineer,88064,usd,mi,pt,australia,m,australia,100,"hadoop, computer vision, data visualization, python",associate,4,energy,2024-02-15,2024-03-30,922,9.3,deeptech ventures
ai02078,machine learning engineer,87867,usd,mi,ct,ireland,l,ireland,100,"kubernetes, deep learning, computer vision, pytorch, gcp",bachelor,3,technology,2025-03-04,2025-05-02,1832,7.1,deeptech ventures
ai02079,ml ops engineer,43469,usd,en,ct,india,l,india,100,"spark, statistics, sql, python, mlops",master,0,manufacturing,2024-11-30,2025-02-09,1124,7.6,machine intelligence group
ai02080,data engineer,164421,eur,ex,fl,germany,s,australia,0,"deep learning, mlops, kubernetes, r",bachelor,16,transportation,2024-08-23,2024-10-27,927,8.1,algorithmic solutions
ai02081,nlp engineer,173029,usd,ex,ct,israel,l,israel,50,"r, python, gcp, sql",bachelor,16,media,2024-03-28,2024-05-05,612,9.5,cognitive computing
ai02082,autonomous systems engineer,136693,usd,se,ct,singapore,l,singapore,100,"pytorch, java, sql",phd,6,telecommunications,2024-02-24,2024-04-22,1597,9.1,future systems
ai02083,ai product manager,157522,eur,se,fl,netherlands,l,netherlands,0,"aws, scala, java, git, sql",phd,7,energy,2024-01-16,2024-02-16,795,5.4,predictive systems
ai02084,principal data scientist,174414,usd,se,ct,denmark,l,denmark,100,"java, r, scala",master,7,gaming,2025-04-03,2025-05-17,2154,6.5,digital transformation llc
ai02085,principal data scientist,52661,usd,mi,ct,finland,m,finland,100,"scala, tableau, tensorflow, mathematics",phd,4,automotive,2024-08-31,2024-11-03,2273,5.6,machine intelligence group
ai02086,research scientist,56264,usd,en,ft,israel,m,israel,100,"aws, linux, sql",phd,0,energy,2024-06-15,2024-07-29,1080,9.3,quantum computing inc
ai02087,machine learning researcher,63334,gbp,en,ct,united kingdom,l,united kingdom,0,"hadoop, computer vision, scala, pytorch, mlops",phd,0,energy,2025-01-15,2025-02-01,1054,5.6,cognitive computing
ai02088,head of ai,281137,eur,ex,pt,netherlands,l,netherlands,0,"scala, computer vision, mlops, linux, java",associate,12,media,2024-11-02,2025-01-07,1723,8.3,smart analytics
ai02089,data scientist,126696,usd,mi,ct,switzerland,m,switzerland,0,"python, git, scala, gcp, java",master,3,real estate,2024-04-09,2024-06-08,1797,8.5,neural networks co
ai02090,ai software engineer,114471,eur,se,ct,germany,s,germany,50,"java, hadoop, computer vision, kubernetes, git",master,7,technology,2024-07-17,2024-09-06,1397,6.9,future systems
ai02091,research scientist,95654,usd,ex,ft,south korea,s,south korea,0,"deep learning, docker, pytorch",associate,13,technology,2024-05-23,2024-07-24,2285,7.0,machine intelligence group
ai02092,ai architect,85133,usd,se,pt,india,s,denmark,100,"mlops, kubernetes, docker",bachelor,5,real estate,2024-04-04,2024-04-23,2019,7.6,algorithmic solutions
ai02093,machine learning researcher,77562,eur,mi,fl,netherlands,s,germany,50,"sql, mathematics, pytorch, computer vision",bachelor,3,retail,2024-09-14,2024-11-01,587,9.1,smart analytics
ai02094,ml ops engineer,181247,eur,ex,fl,netherlands,s,netherlands,50,"java, git, scala",associate,17,media,2024-03-17,2024-04-07,1229,8.1,datavision ltd
ai02095,data analyst,158109,usd,ex,ct,singapore,m,japan,0,"hadoop, r, nlp",phd,11,education,2025-03-10,2025-05-15,955,6.9,future systems
ai02096,autonomous systems engineer,81397,usd,se,ft,china,s,israel,0,"git, kubernetes, java",master,8,media,2024-08-22,2024-09-19,951,8.3,smart analytics
ai02097,deep learning engineer,175364,usd,ex,ct,united states,s,japan,0,"git, pytorch, aws, mathematics, tableau",phd,11,finance,2024-03-09,2024-05-21,1747,6.1,techcorp inc
ai02098,ai research scientist,56957,usd,en,ft,canada,s,south korea,100,"scala, sql, nlp, docker, kubernetes",bachelor,0,real estate,2024-03-31,2024-05-15,2338,8.1,cloud ai solutions
ai02099,data engineer,63425,usd,mi,ct,india,s,united kingdom,50,"spark, kubernetes, scala, mlops, hadoop",master,4,healthcare,2024-06-17,2024-07-23,1198,9.4,deeptech ventures
ai02100,deep learning engineer,42742,usd,en,ft,india,l,india,50,"r, kubernetes, git, hadoop",master,0,gaming,2024-12-29,2025-02-24,1064,9.4,future systems
ai02101,machine learning engineer,110436,eur,mi,ct,france,l,norway,50,"mathematics, computer vision, mlops",associate,2,education,2025-04-22,2025-06-17,1994,8.1,datavision ltd
ai02102,ai consultant,266051,usd,ex,fl,united states,m,united states,100,"tensorflow, git, pytorch, docker, nlp",associate,16,energy,2024-09-16,2024-11-18,1237,7.6,ai innovations
ai02103,computer vision engineer,80862,usd,mi,pt,india,l,india,100,"aws, tensorflow, statistics",bachelor,4,gaming,2024-07-28,2024-09-15,1743,8.3,autonomous tech
ai02104,data analyst,77543,eur,en,fl,germany,l,austria,50,"kubernetes, scala, tableau, gcp",associate,1,media,2024-12-22,2025-02-21,2390,8.3,autonomous tech
ai02105,data engineer,82441,eur,mi,ct,netherlands,m,netherlands,50,"statistics, tensorflow, sql, mlops, computer vision",phd,2,retail,2024-07-05,2024-07-19,961,8.2,advanced robotics
ai02106,machine learning researcher,97999,usd,mi,fl,united states,m,united states,50,"java, aws, python",bachelor,2,manufacturing,2025-03-07,2025-05-16,1495,6.5,deeptech ventures
ai02107,ai architect,39951,usd,en,ft,austria,s,austria,0,"scala, python, mlops, r, java",associate,0,technology,2024-08-27,2024-10-25,1494,5.7,datavision ltd
ai02108,nlp engineer,73113,usd,se,fl,india,m,india,100,"linux, r, kubernetes",phd,7,technology,2025-02-04,2025-04-04,1406,7.1,quantum computing inc
ai02109,ai research scientist,214971,usd,ex,ct,australia,l,australia,0,"python, r, kubernetes",bachelor,15,media,2024-10-31,2024-11-15,1754,7.9,quantum computing inc
ai02110,autonomous systems engineer,113879,usd,se,fl,finland,l,netherlands,0,"gcp, scala, hadoop",phd,8,manufacturing,2024-09-03,2024-10-16,2178,9.4,digital transformation llc
ai02111,ai product manager,89500,gbp,mi,fl,united kingdom,m,united kingdom,0,"aws, docker, gcp",bachelor,2,media,2024-01-22,2024-03-17,1642,7.3,future systems
ai02112,data analyst,163142,eur,ex,fl,france,l,france,100,"gcp, mlops, data visualization, sql, mathematics",associate,13,retail,2024-03-29,2024-04-26,971,8.3,quantum computing inc
ai02113,ai product manager,133895,usd,ex,fl,austria,l,austria,100,"python, nlp, r, linux",master,18,transportation,2024-06-07,2024-07-16,925,8.9,predictive systems
ai02114,head of ai,51253,eur,en,ft,netherlands,s,netherlands,50,"docker, nlp, aws, spark, kubernetes",bachelor,0,government,2024-08-05,2024-08-25,967,5.8,future systems
ai02115,ai product manager,73138,usd,mi,fl,india,l,india,0,"pytorch, tensorflow, mlops, sql, azure",phd,2,real estate,2024-08-09,2024-09-05,715,9.6,smart analytics
ai02116,deep learning engineer,96213,usd,mi,pt,australia,m,australia,50,"hadoop, pytorch, tableau",master,4,gaming,2025-02-02,2025-04-16,919,7.7,digital transformation llc
ai02117,ai specialist,51462,usd,mi,ft,china,s,china,0,"kubernetes, data visualization, mlops",master,3,telecommunications,2025-03-08,2025-04-25,563,6.5,quantum computing inc
ai02118,ai specialist,114754,usd,ex,pt,china,s,china,100,"sql, hadoop, scala",phd,16,automotive,2024-06-19,2024-08-17,1793,6.8,digital transformation llc
ai02119,ai software engineer,248782,eur,ex,fl,germany,l,germany,100,"python, tensorflow, computer vision, pytorch, nlp",phd,18,transportation,2024-11-13,2024-12-04,1286,8.6,future systems
ai02120,ai software engineer,110257,usd,se,ft,sweden,m,united kingdom,100,"computer vision, docker, nlp",bachelor,9,education,2024-03-26,2024-05-20,1355,5.2,predictive systems
ai02121,autonomous systems engineer,105618,usd,se,pt,ireland,l,ireland,50,"nlp, pytorch, azure, tensorflow",bachelor,6,transportation,2024-04-10,2024-06-08,909,6.2,advanced robotics
ai02122,nlp engineer,224550,usd,se,fl,norway,l,norway,0,"sql, pytorch, docker",bachelor,7,gaming,2025-03-01,2025-03-16,855,8.5,future systems
ai02123,autonomous systems engineer,70859,usd,se,pt,india,s,switzerland,50,"tensorflow, tableau, nlp, pytorch",bachelor,5,transportation,2025-04-23,2025-05-29,1512,6.4,deeptech ventures
ai02124,ai consultant,160929,usd,mi,pt,denmark,l,denmark,50,"kubernetes, docker, tensorflow, pytorch",phd,3,automotive,2024-12-20,2025-02-10,1230,6.0,datavision ltd
ai02125,principal data scientist,120019,usd,en,pt,denmark,l,denmark,100,"hadoop, aws, python, spark",master,0,government,2025-01-31,2025-03-12,1150,6.8,autonomous tech
ai02126,ml ops engineer,175030,eur,ex,fl,germany,l,germany,50,"mlops, tensorflow, docker",master,17,education,2024-12-17,2025-02-18,1164,6.5,neural networks co
ai02127,data engineer,71084,usd,en,ft,united states,s,united states,100,"nlp, python, spark, data visualization, kubernetes",bachelor,1,gaming,2025-04-26,2025-05-27,2248,9.8,datavision ltd
ai02128,ai architect,119199,usd,mi,ct,switzerland,l,switzerland,50,"tableau, docker, gcp",phd,2,transportation,2024-04-07,2024-06-15,2290,5.9,cognitive computing
ai02129,data analyst,134006,eur,se,ft,netherlands,s,netherlands,100,"linux, hadoop, spark",phd,5,consulting,2024-07-20,2024-09-14,1799,8.8,future systems
ai02130,nlp engineer,354647,usd,ex,pt,denmark,l,denmark,50,"scala, data visualization, sql, mlops",associate,10,transportation,2024-03-03,2024-04-18,2233,9.1,datavision ltd
ai02131,research scientist,156004,usd,ex,pt,india,l,india,50,"deep learning, aws, gcp, tableau",phd,18,retail,2024-05-14,2024-06-20,2365,5.9,quantum computing inc
ai02132,principal data scientist,176316,usd,ex,pt,sweden,l,sweden,100,"gcp, aws, nlp, scala",associate,12,government,2025-02-12,2025-04-16,521,7.8,autonomous tech
ai02133,machine learning engineer,105697,eur,mi,ct,germany,m,germany,100,"pytorch, gcp, deep learning",associate,2,transportation,2024-03-18,2024-04-04,894,7.3,neural networks co
ai02134,data analyst,45763,usd,en,ct,ireland,s,ireland,50,"docker, tableau, java",associate,0,real estate,2025-01-08,2025-03-05,2264,9.0,ai innovations
ai02135,ai product manager,236381,usd,ex,ft,sweden,l,ireland,100,"data visualization, azure, pytorch, linux",phd,10,gaming,2024-10-29,2024-12-09,1908,9.4,machine intelligence group
ai02136,machine learning researcher,166468,usd,se,ft,norway,m,norway,0,"python, tensorflow, mlops",phd,8,real estate,2024-08-22,2024-09-12,826,9.2,quantum computing inc
ai02137,deep learning engineer,58338,usd,mi,ct,south korea,m,south korea,0,"linux, sql, tensorflow, r, nlp",phd,4,consulting,2024-07-03,2024-08-10,898,7.1,cognitive computing
ai02138,machine learning researcher,63213,eur,en,ct,germany,s,canada,0,"nlp, git, pytorch",associate,0,consulting,2024-10-26,2024-12-21,770,6.1,ai innovations
ai02139,ai software engineer,83867,usd,en,pt,singapore,l,japan,50,"hadoop, tableau, pytorch, git",phd,0,real estate,2024-01-24,2024-02-22,1900,5.4,predictive systems
ai02140,data engineer,79605,usd,en,pt,australia,l,south korea,0,"java, sql, azure, scala",associate,1,telecommunications,2024-02-26,2024-04-05,802,8.9,predictive systems
ai02141,deep learning engineer,109754,usd,en,ct,switzerland,l,united states,100,"nlp, pytorch, tensorflow, azure, data visualization",bachelor,1,real estate,2024-09-16,2024-10-07,1966,6.3,neural networks co
ai02142,deep learning engineer,285282,eur,ex,ft,germany,l,united kingdom,0,"tensorflow, spark, python, kubernetes",bachelor,15,government,2025-01-07,2025-03-21,555,7.0,predictive systems
ai02143,research scientist,160599,eur,ex,ft,germany,s,germany,50,"spark, linux, computer vision, python",phd,14,real estate,2024-10-25,2025-01-02,1731,6.1,predictive systems
ai02144,deep learning engineer,91451,usd,en,fl,sweden,l,sweden,50,"tensorflow, hadoop, docker, tableau",master,0,media,2024-02-24,2024-03-21,1347,8.1,machine intelligence group
ai02145,machine learning researcher,40343,usd,en,fl,finland,s,south korea,50,"r, tableau, deep learning, git",master,0,transportation,2025-03-26,2025-04-15,1688,6.5,smart analytics
ai02146,robotics engineer,206145,eur,ex,ft,netherlands,m,india,0,"gcp, sql, r",master,14,finance,2024-12-18,2025-01-09,1714,9.7,deeptech ventures
ai02147,ai specialist,264257,usd,ex,ct,switzerland,m,switzerland,100,"scala, gcp, python",master,17,transportation,2024-07-28,2024-08-19,1291,6.5,quantum computing inc
ai02148,ai specialist,209330,usd,ex,fl,sweden,s,singapore,50,"python, pytorch, linux, statistics",phd,18,telecommunications,2024-12-15,2025-02-17,1081,6.2,advanced robotics
ai02149,data scientist,157531,usd,se,pt,denmark,m,denmark,0,"python, tensorflow, nlp, git, gcp",bachelor,7,government,2024-01-01,2024-01-31,1803,5.8,deeptech ventures
ai02150,ai product manager,144181,usd,se,pt,united states,l,united states,100,"python, data visualization, tensorflow, gcp, mathematics",associate,8,transportation,2024-05-11,2024-07-21,2372,7.6,cognitive computing
ai02151,ai architect,42236,usd,en,pt,finland,l,finland,50,"mlops, spark, statistics, sql, aws",master,1,gaming,2025-04-20,2025-05-28,1856,8.9,algorithmic solutions
ai02152,ml ops engineer,124366,usd,se,pt,denmark,s,denmark,50,"scala, deep learning, python, gcp",associate,9,retail,2024-12-13,2024-12-30,2462,7.3,future systems
ai02153,autonomous systems engineer,77881,usd,mi,fl,austria,m,united states,0,"pytorch, sql, deep learning, tableau, git",associate,2,media,2024-10-14,2024-11-12,1046,7.2,cloud ai solutions
ai02154,ai software engineer,133495,usd,ex,ft,singapore,s,singapore,50,"kubernetes, linux, sql, computer vision",phd,13,technology,2024-09-21,2024-10-11,2114,9.2,future systems
ai02155,ai specialist,172428,usd,ex,ft,finland,l,finland,50,"python, hadoop, git, tensorflow",associate,11,automotive,2024-01-29,2024-03-17,1479,6.5,deeptech ventures
ai02156,ai research scientist,124808,gbp,se,pt,united kingdom,s,united kingdom,0,"aws, kubernetes, mathematics, computer vision",associate,6,gaming,2024-05-11,2024-06-18,1735,10.0,neural networks co
ai02157,head of ai,88694,usd,en,fl,sweden,l,sweden,100,"python, tensorflow, scala",phd,0,media,2024-07-21,2024-09-17,1216,9.8,cognitive computing
ai02158,ai software engineer,85731,gbp,en,ct,united kingdom,l,united kingdom,50,"statistics, git, deep learning, python",master,0,gaming,2024-12-24,2025-02-22,2426,9.1,datavision ltd
ai02159,research scientist,66115,usd,en,pt,australia,s,australia,0,"linux, python, aws, nlp",master,1,automotive,2024-09-01,2024-10-15,718,7.5,cloud ai solutions
ai02160,research scientist,85670,eur,mi,pt,germany,s,germany,0,"java, azure, r, data visualization, pytorch",bachelor,3,retail,2024-10-27,2024-12-23,2435,6.4,deeptech ventures
ai02161,autonomous systems engineer,72788,usd,mi,pt,japan,l,sweden,100,"pytorch, nlp, git, docker, spark",associate,2,finance,2024-01-10,2024-03-02,1350,5.4,predictive systems
ai02162,data analyst,78161,usd,mi,ct,canada,s,france,0,"mathematics, r, aws",phd,3,manufacturing,2024-07-20,2024-08-04,792,8.5,algorithmic solutions
